vessel_ref_id,name,imo_number,mmsi,flag,owner,operator,vessel_type,loa_m,beam_m,draft_m,gross_tonnage,deadweight_tonnage,engine_power_kw,vessel_age_years,build_year,destination_port,current_port,current_lifecycle_stage,current_lat,current_lon,current_speed_knots,current_heading
VSL-0567,Yang Ming Falcon,3325621,352899499,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Tanker,234.6,37.5,10.32,56141,98681,42134,11.1,2014,PORT_H,PORT_H,Waiting,1.3207,103.8067,0.0,135
VSL-0568,CMA CGM Felicity,4181357,228998989,France,CMA CGM Group,CMA CGM Group,Container,274.8,38.2,15.93,86032,103999,23262,5.0,2020,PORT_C,PORT_B,At Sea,28.5959,33.2694,19.7,257
VSL-0569,Yang Ming Jade,7082007,353806757,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,176.5,28.4,9.64,22787,32869,15229,15.3,2010,PORT_C,PORT_D,At Sea,42.9321,26.5977,12.8,304
VSL-0570,CMA CGM Atlantic,8827698,538040953,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,264.7,44.0,12.01,94402,140948,30435,5.5,2020,PORT_E,PORT_B,At Sea,22.4801,36.8767,13.7,282
VSL-0571,Yang Ming Poseidon,2409640,357966834,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,97.7,14.8,6.42,36281,48018,13363,6.5,2018,PORT_G,PORT_G,Berthed,25.0005,55.0591,0.0,159
VSL-0572,Ever Sapphire,7893482,355839062,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,277.7,40.2,10.92,53801,62663,40524,1.4,2024,PORT_G,PORT_G,Departing,25.0096,55.0698,0.0,269
VSL-0573,ONE Felicity,3613377,432052304,Japan,Ocean Network Express,Ocean Network Express,Tanker,257.9,41.8,13.67,75337,130863,17853,2.9,2022,PORT_B,PORT_G,At Sea,27.5768,50.395,14.2,11
VSL-0574,PIL Leo,4409668,563771824,Singapore,Pacific International Lines,Pacific International Lines,Cruise,257.7,34.8,9.87,145066,43025,57301,2.4,2023,PORT_A,PORT_A,At Sea,20.8439,32.4597,20.5,40
VSL-0575,OOCL Felicity,9698745,477941559,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,230.3,37.2,18.33,27621,44805,25191,3.2,2022,PORT_F,PORT_A,At Sea,28.8531,27.8848,13.8,306
VSL-0576,MSC Vanguard,3653626,636894559,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,General Cargo,85.9,13.1,8.44,21721,30237,8419,9.6,2015,PORT_H,PORT_A,At Sea,29.1316,28.531,12.2,69
VSL-0577,MOL Endurance,6577586,351974533,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,295.7,48.6,9.5,18991,28372,46820,35.0,1990,PORT_A,PORT_G,At Sea,27.0711,52.4719,12.3,189
VSL-0578,Maersk Meridian,9953004,564221224,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Bulk Carrier,210.7,33.4,10.29,26118,39117,35341,11.8,2013,PORT_H,PORT_G,At Sea,13.4741,56.6379,13.2,68
VSL-0579,MSC Istanbul,1798678,356782312,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,RoRo,173.6,24.5,7.56,11835,6376,11891,9.9,2015,PORT_F,PORT_H,At Sea,10.3222,97.0476,15.0,139
VSL-0580,Ever Vanguard,5365962,538785254,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,329.0,52.5,13.49,42207,72209,22384,13.4,2012,PORT_C,PORT_C,Berthed,44.4062,8.9225,0.0,285
VSL-0581,Maersk Voyager,3274896,220917763,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,103.3,15.5,6.62,13862,17311,14953,31.3,1994,PORT_E,PORT_C,At Sea,51.175,10.2516,12.9,194
VSL-0582,ZIM Savannah,4935344,428018167,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,General Cargo,162.0,25.7,9.49,17377,21835,3189,6.3,2019,PORT_E,PORT_B,At Sea,25.3815,40.9103,11.9,88
VSL-0583,MSC Hamburg,3912876,637869996,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,188.2,30.5,12.02,45554,74218,20475,0.5,2024,PORT_C,PORT_C,Departing,44.4177,8.9353,0.0,306
VSL-0584,CMA CGM Legacy,9728332,228121870,France,CMA CGM Group,CMA CGM Group,Container,398.5,54.1,11.89,77877,88834,28376,5.2,2020,PORT_C,PORT_D,At Sea,26.174,22.3724,17.5,295
VSL-0585,ZIM Constellation,6610089,538610814,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Tanker,196.1,31.6,10.6,22119,33589,20263,1.6,2023,PORT_G,PORT_B,At Sea,35.502,29.8722,13.9,120
VSL-0586,MOL Busan,3546952,431003076,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Cruise,246.3,33.7,7.96,74155,23265,77453,7.1,2018,PORT_A,PORT_A,Waiting,31.187,29.9516,0.0,168
VSL-0587,Maersk Pioneer,6541135,220078516,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Feeder,101.2,16.0,5.31,2968,3831,1136,9.3,2016,PORT_E,PORT_H,At Sea,-0.5232,102.2479,10.9,99
VSL-0588,ZIM Britannia,7879151,428596257,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,232.2,37.9,9.77,26970,39525,31371,6.7,2018,PORT_H,PORT_G,At Sea,23.1602,53.8079,14.8,64
VSL-0589,Maersk Eagle,7412745,564921188,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,199.1,28.9,12.59,90154,104042,69436,4.8,2020,PORT_B,PORT_G,At Sea,14.5269,59.5385,18.1,244
VSL-0590,Ever Spirit,8545707,353682092,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,238.1,37.5,10.7,83948,134937,45265,19.6,2005,PORT_F,PORT_H,At Sea,-1.2535,93.8638,13.9,9
VSL-0591,ONE Rotterdam,3017884,563473126,Singapore,Ocean Network Express,Ocean Network Express,Feeder,63.5,9.9,5.9,4854,5408,5928,3.4,2022,PORT_F,PORT_A,At Sea,37.5531,32.3855,11.1,357
VSL-0592,ONE Atlas,1053705,563300716,Singapore,Ocean Network Express,Ocean Network Express,RoRo,107.1,15.7,6.46,21756,12554,8022,1.6,2023,PORT_A,PORT_A,At Sea,30.733,41.4804,17.0,358
VSL-0593,COSCO Shipping Zenith,2944717,477198273,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,LNG Carrier,312.1,53.1,11.75,110180,52684,62490,9.9,2015,PORT_B,PORT_D,At Sea,36.2407,12.7549,19.4,23
VSL-0594,ZIM Busan,5268061,428860673,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Container,350.4,50.6,13.98,60328,66195,54860,0.6,2024,PORT_D,PORT_E,At Sea,39.8691,27.9637,18.3,257
VSL-0595,Ever Meridian,8055075,357740657,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,246.8,35.7,11.06,100020,123655,40366,31.9,1993,PORT_F,PORT_B,At Sea,26.7573,35.7,17.2,4
VSL-0596,Ever Shanghai,6022062,538354120,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,General Cargo,134.1,21.0,6.67,31798,44511,4607,5.4,2020,PORT_C,PORT_C,Anchored,44.3782,8.9701,0.0,289
VSL-0597,ONE Legacy,5947954,431740717,Japan,Ocean Network Express,Ocean Network Express,Bulk Carrier,294.3,45.3,8.06,88094,132602,40381,9.6,2015,PORT_C,PORT_H,At Sea,8.8579,106.2836,14.3,181
VSL-0598,MOL Rotterdam,3910452,431036089,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,RoRo,170.8,24.0,7.46,9037,4580,13073,11.1,2014,PORT_E,PORT_B,At Sea,30.4212,34.8875,15.3,113
VSL-0599,PIL Glory,9680188,564774037,Singapore,Pacific International Lines,Pacific International Lines,VLCC,326.9,57.8,20.46,151352,254001,117590,3.6,2021,PORT_C,PORT_D,At Sea,30.1448,19.9554,12.6,147
VSL-0600,ONE Istanbul,2501735,432542624,Japan,Ocean Network Express,Ocean Network Express,Bulk Carrier,254.8,40.9,13.92,88260,142467,10820,4.0,2021,PORT_E,PORT_C,At Sea,38.9755,3.3054,13.2,76
